_id,level,max_velocity,name,type
193514955,4,,Quốc Lộ 50,tertiary
193514958,2,,Cầu Nguyễn Tri Phương,primary
193514960,3,,Tùng Thiện Vương,secondary
193514962,4,,Bùi Minh Trực,unclassified
193514963,3,,Tùng Thiện Vương,secondary
193514964,3,,Tùng Thiện Vương,secondary
193514965,4,,Phạm Thế Hiển,tertiary
193514966,2,,Quốc Lộ 50,primary
193514968,3,,Tùng Thiện Vương,secondary
193514969,2,,Quốc Lộ 50,primary
193514970,4,,Phạm Thế Hiển,tertiary
193514971,3,,Tùng Thiện Vương,secondary
193514972,3,,Tùng Thiện Vương,secondary
193514973,4,,Quốc Lộ 50,tertiary
193514976,3,,,secondary
193614216,2,,Quốc lộ 13,primary
193616433,2,,Nam Kỳ Khởi Nghĩa,primary
193729304,2,,Cầu Chánh Hưng,primary
193729354,2,,Phạm Hùng,primary
193940332,3,,,primary_link
194311306,3,,Đường CN1,secondary
194417415,4,,Lê Thúc Hoạch,tertiary
195672062,3,,,primary_link
195672066,2,,Hoàng Văn Thụ,primary
195672069,4,,Lạc Long Quân,tertiary
196966060,4,,T1 Loop,tertiary
196966072,3,10,Đường dẫn ga Quốc nội,secondary_link
196966073,4,,,tertiary
196966082,3,,T1 Loop,secondary_link
196966090,3,50,Hồng Hà,secondary
196966094,4,20,Đường dẫn sảnh đi Quốc tế,tertiary
196966096,4,20,Đường dẫn Sảnh Đến Quốc tế,tertiary
196966100,4,,Đường dẫn Ga Quốc tế,tertiary
196966101,4,20,Đường dẫn Sảnh Đi Quốc tế,tertiary
196966102,4,20,Đường dẫn sảnh đi Quốc tế,tertiary
197034588,4,,,tertiary_link
197125475,4,,Trường Sơn,tertiary
197557712,3,,Trường Sơn,secondary
197557713,3,,Trường Sơn,secondary_link
197803941,4,,Núi Thành,unclassified
197803953,2,80,Trường Chinh,primary
197803957,2,,Trường Chinh,primary
197804021,2,,Cộng Hòa,primary
197804026,2,,Trường Chinh,primary
197804036,2,,Cộng Hòa,primary
197804052,2,,Trường Chinh,primary
197804068,2,,Cộng Hòa,primary
197804075,4,,Thân Nhân Trung,unclassified
197804078,4,,Út Tịch,tertiary
197940884,4,,Đường C12,unclassified
197940914,4,,Đường B2,unclassified
197982856,2,,Hoàng Văn Thụ,primary
197995862,1,50,Cầu vượt Ngã tư Hàng Xanh,trunk
197996940,3,,Phan Đình Giót,secondary_link
197996941,3,,,primary_link
198047402,3,,Trường Chinh,primary_link
199161605,4,,Phạm Văn Bạch,tertiary
199161606,2,,Trường Chinh,primary
199161608,3,60,Cầu Tham Lương,secondary
199161611,3,60,Trường Chinh,secondary
199161612,2,80,Trường Chinh,primary
199161613,2,,Trường Chinh,primary
199161614,4,,Phan Huy ích,tertiary
199161617,3,,Trường Chinh,primary_link
199161618,3,,,secondary
199161619,4,,Phan Huy ích,tertiary
199161620,3,,,secondary_link
199161622,3,60,Cầu Tham Lương,secondary
199161624,4,,Nguyễn Văn Quá,tertiary
199161626,4,,Song hành QL22,tertiary
199161627,4,,Trường Chinh,tertiary
199161628,3,60,Trường Chinh,secondary
199161631,4,,Phan Huy ích,tertiary
199161632,3,,Trường Chinh,primary_link
199161634,2,80,Cầu Tham Lương,primary
199161635,3,60,Trường Chinh,secondary
199161637,3,,Trường Chinh,primary_link
199161639,4,,Phan Huy ích,tertiary
199161640,3,60,Trường Chinh,secondary
199161641,3,,Phan Huy ích,primary_link
199161642,4,,Trường Chinh,tertiary
199161643,4,,Nguyễn Văn Quá,tertiary
199161644,3,,Trường Chinh,primary_link
199161645,2,80,Trường Chinh,primary
199222881,4,,Liên Xã,unclassified
199222899,1,60,Quốc lộ 22,trunk
203215338,2,,Nguyễn Thái Học,primary
204704731,2,,Phạm Hùng,primary
204704732,2,,Phạm Hùng,primary
205311563,4,,Tú Xương,unclassified
205341807,3,,Nguyễn Hữu Thọ,secondary
205341809,3,,Nguyễn Thị Thập,secondary
205341811,3,,Cầu 15B,secondary
205341813,4,30,Phú Thuận,unclassified
205341814,4,,Phú Thuận,unclassified
205341831,4,,Đào Sư Tích,tertiary
205341840,4,,Cầu Phước Lộc,tertiary
205341852,3,,,secondary_link
205341874,3,,,secondary_link
205341875,3,,,secondary_link
205341876,3,,,secondary_link
205341915,4,,,unclassified
205342053,4,,,unclassified
205342089,4,,Đào Sư Tích,tertiary
205373802,4,,Cầu Số 2,tertiary
205521460,4,,Nguyễn Cao Bắc,unclassified
205521503,3,,,primary_link
205521504,3,,Đường số 15,primary_link
205650598,4,,Cầu Số 1,tertiary
205650748,4,,Đường Số 13,unclassified
205650773,4,,Bế Văn Cấm,tertiary
205650794,4,,,tertiary
205798428,4,,Tạ Quang Bửu,tertiary
205957802,3,,,primary_link
205957843,4,,Tôn Dật Tiên,unclassified
205957966,3,,Nguyễn Lương Bằng,secondary
205958052,4,50,Nguyễn Đồng Chi,unclassified
205982412,4,,Trịnh Quang Nghị,tertiary
205982447,4,,Cầu Ba Tơ,tertiary
205982455,1,80,Nguyễn Văn Linh,trunk
205982460,1,80,Nguyễn Văn Linh,trunk
205982463,1,80,Nguyễn Văn Linh,trunk
205982467,1,80,Nguyễn Văn Linh,trunk
205982470,4,,Trương Đình Hội,unclassified
205982473,4,,Trương Đình Hội,unclassified
207563612,3,,Tôn Ðức Thắng,primary_link
208936584,4,,,unclassified
208937401,4,,Tân Chánh Hiệp 2,tertiary
208937402,4,,Hiệp Thành 13,unclassified
208937658,4,,,unclassified
208938079,4,,Song hành QL 22,tertiary
208938081,4,,Song hành QL 22,tertiary
210268958,2,,Hồng Bàng,primary
210268987,3,,Trần Não,secondary_link
210772373,1,60,Nguyễn Văn Linh,trunk
210774702,1,80,Cầu Thầy Tiêu,trunk
210779439,1,80,Nguyễn Văn Linh,trunk
210909504,1,80,Cầu Tư Dinh,trunk
210912098,1,80,Cầu Ông Lớn,trunk
210912099,1,60,Nguyễn Văn Linh,trunk
210912179,1,60,Cầu Ông Bé,trunk
210912180,1,60,Nguyễn Văn Linh,trunk
210917584,1,60,Nguyễn Văn Linh,trunk
210917681,1,60,Cầu Xóm Củi,trunk
210917792,1,60,Nguyễn Văn Linh,trunk
210917830,1,60,Cầu Rạch Ngang,trunk
210917943,2,60,Nguyễn Văn Linh,primary
210918191,2,60,Cầu Bà Lớn,primary
210918275,2,60,Nguyễn Văn Linh,primary
210921259,2,60,Cầu Mã Voi,primary
210921301,2,60,Nguyễn Văn Linh,primary
210931459,2,60,Nguyễn Văn Linh,primary
210932012,2,60,Nguyễn Văn Linh,primary
210932204,2,60,Cầu Sập,primary
210932361,2,60,Nguyễn Văn Linh,primary
210932604,2,60,Cầu Cần Giuộc,primary
210932764,2,60,Nguyễn Văn Linh,primary
210933456,2,,Nguyễn Văn Linh,primary
210933722,2,60,Nguyễn Văn Linh,primary
210933740,2,60,Cầu Cần Giuộc,primary
210933748,2,60,Nguyễn Văn Linh,primary
210933790,2,60,Cầu Sập,primary
210933938,2,60,Nguyễn Văn Linh,primary
210934206,2,60,Nguyễn Văn Linh,primary
210934221,2,60,Nguyễn Văn Linh,primary
210934228,2,60,Cầu Mã Voi,primary
210934562,2,60,Nguyễn Văn Linh,primary
210934589,2,60,Cầu Bà Lớn,primary
210968395,2,,,primary
211062084,1,80,Quốc lộ 1,trunk
211063422,2,60,Nguyễn Văn Linh,primary
211063788,1,60,Cầu Rạch Ngang,trunk
211063859,1,60,Nguyễn Văn Linh,trunk
211063876,2,,Tô Ký,primary
211063916,1,60,Cầu Xóm Củi,trunk
211063920,1,60,Nguyễn Văn Linh,trunk
211064158,1,60,Cầu Ông Bé,trunk
211064285,1,60,Nguyễn Văn Linh,trunk
211064313,1,60,Cầu Ông Lớn,trunk
211064316,2,,Cầu vượt Quang Trung,primary
211064602,1,60,Nguyễn Văn Linh,trunk
211064621,2,60,Cầu Tư Dinh,primary
211064628,2,,Cầu vượt Quang Trung,primary
211064630,2,60,Nguyễn Văn Linh,primary
211064639,2,60,Nguyễn Văn Linh,primary
211064860,2,50,Nguyễn Văn Linh,primary
211064903,2,60,Cầu Thầy Tiêu,primary
211066821,2,60,Nguyễn Văn Linh,primary
211066870,2,60,Nguyễn Văn Linh,primary
211067040,2,60,Cầu Thầy Tiêu,primary
211067181,2,50,Nguyễn Văn Linh,primary
211067375,2,50,Nguyễn Văn Linh,primary
211067382,2,60,Nguyễn Văn Linh,primary
211067404,2,60,Nguyễn Văn Linh,primary
211067419,2,60,Cầu Tư Dinh,primary
211067425,2,60,Nguyễn Văn Linh,primary
211067518,2,80,Nguyễn Văn Linh,primary
211067535,1,80,Cầu Tư Dinh,trunk
211067572,1,80,Nguyễn Văn Linh,trunk
211067983,1,60,Nguyễn Văn Linh,trunk
211067998,3,,Cầu vượt Quang Trung,trunk_link
211068082,2,,Cầu vượt Quang Trung,primary
211068160,1,80,Cầu Thầy Tiêu,trunk
211068224,1,80,Nguyễn Văn Linh,trunk
211077196,3,,Quốc lộ 1,trunk_link
211077821,3,,Cầu vượt Quang Trung,trunk_link
211077971,3,,,trunk_link
211078823,3,,,primary_link
211078831,3,,,primary_link
211079561,1,80,Quốc lộ 1,trunk
211079964,1,60,Quốc lộ 1,trunk
211080003,1,60,Quốc lộ 1,trunk
211081623,2,,Cầu Chợ Cầu 2,primary
211081624,2,,Quang Trung,primary
211081657,2,,Quang Trung,primary
211083021,3,,,trunk_link
211098862,4,,Nguyễn Văn Quá,tertiary
211098864,4,,Nguyễn Văn Quá,tertiary
211098865,4,,Nguyễn Văn Quá,tertiary
211099163,4,,Nguyễn Văn Quá,tertiary
211099582,1,80,Nguyễn Văn Linh,trunk
211100524,1,80,Nguyễn Văn Linh,trunk
211130577,2,,Nguyễn Tất Thành,primary
211130578,2,,Nguyễn Tất Thành,primary
211132080,2,,Nguyễn Tất Thành,primary
211221732,1,80,Nguyễn Văn Linh,trunk
211221896,1,60,Quốc lộ 1,trunk
211221909,1,60,Cầu Bình Điền,trunk
211221983,1,60,Quốc Lộ 1,trunk
211222687,4,,Lê Lai,tertiary
211232330,1,80,Quốc lộ 1,trunk
211232372,1,80,Cầu An Lập,trunk
211232402,1,80,Quốc lộ 1,trunk
211232411,1,80,Cầu vượt Tỉnh lộ 10,trunk
211232455,1,80,Quốc lộ 1,trunk
211232588,2,60,Quốc lộ 1,primary
211233555,1,80,Cầu vượt Tỉnh lộ 10,trunk
211233556,1,80,Quốc lộ 1,trunk
211233731,1,80,Cầu Bình Thuận,trunk
211234322,1,80,Cầu Bình Phú Tây,trunk
211404209,3,,,trunk_link
211404525,4,,Lê Văn Lương,tertiary
211404526,4,,Lê Văn Lương,tertiary
211404527,2,,Nguyễn Hữu Thọ,primary
211405131,3,,,trunk_link
211405188,3,,,trunk_link
211408041,1,,Điện Biên Phủ,trunk
211408042,1,60,Điện Biên Phủ,trunk
211408254,4,,Út Tịch,tertiary
211408580,2,,Lăng Cha Cả,primary
211408582,2,,Hoàng Văn Thụ,primary
211411396,2,,Cộng Hòa,primary
211411397,3,,Tân Kỳ Tân Quý,secondary
211411780,2,,Cộng Hòa,primary
211418441,3,,,primary_link
211418443,3,,,primary_link
211419161,2,,Trần Quốc Hoàn,primary
211419300,4,,Thăng Long,tertiary
211421621,2,,Cầu vượt Quang Trung,primary
211424729,1,60,Hồ Chí Minh - Trung Lương,trunk
211425082,1,60,TP Hồ Chí Minh - Trung Lương,trunk
211425083,1,60,TP Hồ Chí Minh - Trung Lương,trunk
211425085,4,,Số 17,unclassified
211428135,3,,Hồ Học Lãm,trunk_link
211428240,2,60,Cầu Sông Chùa,primary
211428241,2,40,Võ Trần Chí,primary
211428242,2,60,Cầu Sông Chùa,primary
211428243,2,60,Võ Trần Chí,primary
211428422,4,,Trần Văn Giàu,tertiary
211428425,2,60,Cầu Kênh 3,primary
211428444,4,,Số 18,tertiary
211429100,2,60,Võ Trần Chí,primary
211429101,2,60,Cầu Kênh 3,primary
211430057,3,40,,trunk_link
211430058,2,60,Võ Trần Chí,primary
211430059,3,,,trunk_link
211430061,1,60,TP Hồ Chí Minh - Trung Lương,trunk
211430367,2,60,Võ Trần Chí,primary
211430368,2,60,Cầu Rạch Tam,primary
211430370,2,60,Cầu Rạch Tam,primary
211430373,2,60,Võ Trần Chí,primary
211430374,2,60,Võ Trần Chí,primary
211430803,3,,Cầu vượt Nút giao Quốc lộ 1,trunk_link
211430806,3,40,,trunk_link
211430807,2,60,Võ Trần Chí,primary
211430809,2,60,Đường dẫn vào Cao tốc Trung Lương,primary
211430975,3,40,Cầu vượt Nút giao Quốc lộ 1,trunk_link
211431931,3,40,,trunk_link
211432217,3,,,trunk_link
211587251,2,60,Võ Trần Chí,primary
211587252,2,60,Võ Trần Chí,primary
211587253,2,60,Cầu Chợ Đệm,primary
211587254,2,60,Cầu Chợ Đệm,primary
211717995,1,60,TP Hồ Chí Minh - Trung Lương,trunk
211718000,1,60,Cầu Ông Giáo,trunk
211718004,1,60,TP Hồ Chí Minh - Trung Lương,trunk
211718006,1,60,Cầu Ông Giáo,trunk
211724815,4,,Trương Định,tertiary
211830783,2,,Mai Chí Thọ,primary
211835010,1,60,Cầu vượt Ngã tư Thủ Đức,trunk
211835012,1,60,Xa Lộ Hà Nội,trunk
211835103,1,60,Cầu vượt Ngã tư Thủ Đức,trunk
211838853,1,80,Xa Lộ Hà Nội,trunk
211838854,1,80,Xa Lộ Hà Nội,trunk
211840920,1,60,Xa Lộ Hà Nội,trunk
211840922,2,50,Xa Lộ Hà Nội,primary
211841813,3,,,secondary_link
211843431,3,,D1,secondary
211843432,3,,D1,secondary
211848193,4,,,tertiary
211848194,4,,,tertiary
211848819,4,,,tertiary
212623582,2,,Tôn Ðức Thắng,primary
213097119,4,,Nguyễn Lương Bằng,unclassified
213098161,3,,Hồ Học Lãm,trunk_link
213098163,4,,Hồ Học Lãm,tertiary
213105712,2,60,Nguyễn Văn Linh,primary
213332772,4,,Vũ Huy Tấn,tertiary
213396042,4,,,tertiary_link
213434584,4,,Hoàng Sa,tertiary
213716381,3,,Bắc Hải,primary_link
213719139,4,,,unclassified
213719140,4,,Phú Hòa,unclassified
213720087,2,,,primary
213721187,2,,Lý Thường Kiệt,primary
213721195,2,,Hoàng Văn Thụ,primary
213721199,3,,,primary_link
213721476,3,,,primary_link
213724109,3,,,primary_link
213726068,2,,Lý Thường Kiệt,primary
213726584,4,,Lạc Long Quân,tertiary
213727081,2,,Lý Thường Kiệt,primary
214527211,3,,Trần Quốc Thảo,secondary
214583952,1,,Quốc lộ 1,trunk
214583953,1,60,Cầu Bình Phước 2,trunk
214583954,1,60,Cầu Bình Phước 2,trunk
214583956,1,60,Quốc lộ 1,trunk
214584690,1,60,Quốc lộ 1,trunk
214584691,1,60,Cầu vượt Bình Phước,trunk
214584693,1,60,Quốc lộ 1,trunk
214584694,4,,Quốc lộ 1,tertiary
214584695,1,60,Quốc lộ 1,trunk
214585726,3,,Quốc lộ 1,trunk_link
214585727,4,,Quốc lộ 1,tertiary
214585730,3,,,primary_link
214587018,1,60,Quốc lộ 1,trunk
214587019,4,,Tô Ngọc Vân,tertiary
214587020,1,60,Cầu Rạch Sâu 2,trunk
214588125,4,,,unclassified
214588127,1,60,Cầu Bến Cát 2,trunk
214588129,1,60,Quốc lộ 1,trunk
214596911,4,,,tertiary
214644741,4,,Vườn Lài,tertiary
214756714,3,,,primary_link
214759809,3,,,secondary_link
214759811,3,,,secondary_link
214764468,3,,,secondary_link
214764469,3,,,secondary_link
214764471,3,,,secondary_link
214764473,3,,,secondary_link
214768261,3,20,,trunk_link
214768263,4,,Trần Đại Nghĩa,tertiary
214768266,3,,Trần Đại Nghĩa,trunk_link
214918852,2,,Tô Ký,primary
214926372,3,40,Võ Văn Kiệt,trunk_link
214993499,4,,Nguyễn Văn Tố,tertiary
214994451,4,,Ngô Quyền,tertiary
215037911,3,,,secondary
215039436,4,,Đường số 5,tertiary
215069069,3,,Nguyễn Thị Thập,secondary
215071401,3,,Nguyễn Lương Bằng,secondary
215071404,3,,Cầu Cả Cấm,secondary
215071572,4,,Cầu Ông Đội,tertiary
215071573,3,,Nguyễn Lương Bằng,secondary
215179039,4,,Bến Vân Đồn,tertiary
215254731,4,,Hồ Học Lãm,tertiary
215256457,4,20,,tertiary
215342877,4,,Thới An 16,tertiary
215347738,3,,Lê Đức Thọ,secondary
215350714,1,60,Quốc lộ 1,trunk
215350715,1,60,Cầu vượt Tân Thới Hiệp,trunk
215350716,4,60,Quốc lộ 1,tertiary
215350717,4,60,Quốc lộ 1,tertiary
215350718,1,60,Cầu vượt Tân Thới Hiệp,trunk
215350719,3,,Lê Văn Thọ,secondary
215350720,1,60,Quốc lộ 1,trunk
215350781,3,,Lê Văn Khương,secondary
215350943,3,,Lê Đức Thọ,secondary
215351899,3,,Cầu vượt Quang Trung,trunk_link
215352632,3,,Nguyễn Thị Thập,secondary
215424980,2,,Trần Hưng Ðạo,primary
215424982,2,,Nguyễn Thái Học,primary
215508133,2,,Nguyễn Thái Học,primary
215508134,2,,Nguyễn Thái Học,primary
215508254,4,,Lê Lợi,tertiary
215516942,4,,Đông Bắc,tertiary
215689917,4,,Phạm Văn Bạch,tertiary
215690324,4,,Phạm Văn Bạch,tertiary
215941710,2,,Khánh Hội,primary
215941713,2,,Khánh Hội,primary
215945328,3,,Lê Văn Lương,primary_link
215946085,2,,Nguyễn Hữu Thọ,primary
215946342,3,,,primary_link
215947465,3,,Nguyễn Thị Thập,secondary
215947467,3,,Nguyễn Thị Thập,secondary
216297228,2,60,Võ Trần Chí,primary
216308410,3,,,trunk_link
216308605,1,80,Nguyễn Văn Linh,trunk
216308607,1,80,Nguyễn Văn Linh,trunk
216309343,3,,Lê Văn Lương,primary_link
216321858,3,80,Nguyễn Văn Linh,primary_link
216326909,4,,Thế Lữ,tertiary
216329217,4,,Hồ Học Lãm,tertiary
216585724,4,10,Đường dẫn sảnh đến Quốc tế,tertiary
216585725,4,20,Đường dẫn sảnh đi Quốc tế,tertiary
216585726,4,20,Đường dẫn sảnh đến Quốc tế,tertiary
216585806,4,10,Đường dẫn Ga Quốc Nội,tertiary
216955725,3,,Nguyễn Thị Tú,secondary_link
216955728,3,,Nguyễn Thị Tú,secondary_link
216955791,1,80,Quốc lộ 1,trunk
216956826,4,,Trần Quốc Toản,tertiary
216956827,4,,Trần Quốc Toản,tertiary
216958427,4,,Bờ Bao Tân Thắng,tertiary
216958436,4,,Kênh Mười Chín Tháng Năm,tertiary
216958446,4,,,tertiary_link
216958448,4,,Kênh Mười Chín Tháng Năm,tertiary
216958451,4,,,tertiary_link
216959278,4,,Hai Mươi Sáu Tháng Ba,tertiary
216959279,4,,Đường số 15,tertiary
217067355,1,80,Quốc lộ 1,trunk
217067357,3,60,Quốc lộ 1,secondary
217609237,2,,Quang Trung,primary
217609238,2,,Quang Trung,primary
217609239,2,,Quang Trung,primary
217609332,3,,,primary_link
217620787,3,,Nguyễn Hữu Thọ,secondary
217620788,3,,Nguyễn Hữu Thọ,secondary
217620791,3,,Nguyễn Hữu Thọ,secondary
217620792,3,,,secondary_link
217620793,3,,Nguyễn Hữu Thọ,secondary
217620794,4,,Phạm Hữu Lầu,tertiary
217621289,3,,Nguyễn Hữu Thọ,secondary
217622010,4,,Nguyễn Bình,tertiary
217709169,4,,Đường số 3,tertiary
217709171,4,,Đường số 3,tertiary
217709181,4,,Đường số 1,tertiary
217709567,4,,Bình Thành,tertiary
217710562,3,,,trunk_link
218227252,1,60,Cầu vượt Ngã tư ThủĐức,trunk
218227253,2,50,Xa lộ Hà Nội,primary
218227691,3,,,trunk_link
218227693,3,,,trunk_link
218228180,2,60,Đồng Văn Cống,primary
218228445,3,,,primary_link
218228446,3,,,primary_link
218255874,3,,,trunk_link
218265677,2,50,Cầu,primary
218265678,2,50,Mai Chí Thọ,primary
218265679,2,50,Cầu Cá Trê Lớn,primary
218265680,2,50,Mai Chí Thọ,primary
218265681,2,50,Mai Chí Thọ,primary
218265682,2,50,Mai Chí Thọ,primary
218265683,2,50,Mai Chí Thọ,primary
218265684,2,50,Mai Chí Thọ,primary
218265685,2,50,Mai Chí Thọ,primary
218265686,1,60,Cầu Kênh 1,trunk
218265687,2,50,Mai Chí Thọ,primary
218265688,1,60,Cầu Kênh 2,trunk
218265689,2,50,Cầu Kênh 2,primary
218265690,2,50,Cầu Kênh 2,primary
218265691,3,,,trunk_link
218265692,1,60,Mai Chí Thọ,trunk
218265693,2,50,Mai Chí Thọ,primary
218265694,2,50,Mai Chí Thọ,primary
218265695,1,60,Mai Chí Thọ,trunk
218265696,1,40,Mai Chí Thọ,trunk
218265697,2,50,Mai Chí Thọ,primary
218265698,2,50,Mai Chí Thọ,primary
218265699,1,60,Cầu Kênh 1,trunk
218265700,3,,,trunk_link
218265701,2,50,Cầu Cá Trê Lớn,primary
218265702,2,50,Cầu,primary
218265703,2,50,Mai Chí Thọ,primary
218265704,2,50,Cầu Cá Trê Nhỏ,primary
218265705,2,50,Cầu Cá Trê Nhỏ,primary
218265706,1,60,Cầu Kênh 2,trunk
218265707,1,60,Mai Chí Thọ,trunk
218266651,2,50,Mai Chí Thọ,primary
218266652,3,,,trunk_link
218269285,1,60,Mai Chí Thọ,trunk
218269286,1,60,Mai Chí Thọ,trunk
218269287,1,60,Mai Chí Thọ,trunk
218269289,3,,,trunk_link
218269290,1,60,Mai Chí Thọ,trunk
218269291,3,,,primary_link
218409919,4,,Tân Thới Nhất 1,tertiary
218442348,3,,,trunk_link
218443726,4,30,Đường Cây Cám,unclassified
218850623,3,,Nguyễn Oanh,primary_link
218850624,3,,Nguyễn Oanh,primary_link
218851809,3,,Hàm Nghi,primary_link
219616469,4,,,tertiary
219730466,2,,Hoàng Văn Thụ,primary
219730526,3,,Lê Văn Sỹ,secondary
219856946,2,,Dương Bá Trạc,primary
219859641,2,,Cầu Nguyễn Văn Cừ,primary
219859643,2,,Nguyễn Văn Cừ,primary
219859645,2,,Nguyễn Văn Cừ,primary
219860365,3,,Trần Hưng Ðạo,secondary
219860447,2,,Nguyễn Văn Cừ,primary
219861105,2,,Trường Chinh,primary
219861149,2,,Trường Chinh,primary
219861150,2,,Cộng Hòa,primary
219862609,4,,Hẻm 84A Trần Hữu Trang,unclassified
219887039,3,,,primary_link
219887040,3,,,primary_link
220192632,4,,Đường 10A,unclassified
220209038,4,,Đường số 48,unclassified
220209448,4,,,unclassified
220210335,4,,,unclassified
220216393,2,,Võ Thị Sáu,primary
220216395,4,,Lý Chính Thắng,tertiary
220216396,4,,Nguyễn Đình Chính,unclassified
220216397,3,,,primary_link
220216399,4,,Huỳnh Văn Bánh,tertiary
220216405,4,,Lý Chính Thắng,tertiary
220216406,4,,Trương Quốc Dung,unclassified
220216407,2,,Võ Thị Sáu,primary
220216408,4,,Trần Huy Liệu,tertiary
220216411,4,,Trần Quốc Toản,tertiary
220411957,4,,Hẻm 200C Xóm Chiếu,unclassified
220421448,4,,Dương Đình Cúc,tertiary
220421449,1,60,Quốc Lộ 1,trunk
220423007,1,,Cầu vượt An Sương,trunk
220552582,2,,Trường Chinh,primary
220564419,3,,Huỳnh Tấn Phát,primary_link
220683273,3,,Điện Biên Phủ,primary_link
220683871,2,,Cầu Kênh Tẻ,primary
220683895,2,,Cầu Rạch Bàng 2,primary
220684104,3,,Nguyễn Thị Thập,secondary
220684105,3,,Đường số 4,secondary
220684106,3,,Cầu Him Lam,secondary
220687094,4,,,unclassified
220818784,3,,Huỳnh Tấn Phát,secondary
220844164,4,,Đường Số 1,unclassified
220846884,4,,Tân Thuận,unclassified
220860889,2,,Lý Thường Kiệt,primary
220860890,4,,Bành Văn Trân,tertiary
220860892,3,,,primary_link
220860894,2,,Lý Thường Kiệt,primary
220862996,2,,Cách Mạng Tháng Tám,primary
220863461,2,,Cách Mạng Tháng Tám,primary
220971019,4,,Nguyễn Trọng Tuyển,tertiary
220972103,3,,Cầu Lê Văn Sỹ,secondary
220972105,3,,Trần Quốc Thảo,secondary
220972107,3,,Lê Văn Sỹ,secondary
220972108,3,,Trần Quốc Thảo,secondary
220972173,4,,Bà Huyện Thanh Quan,tertiary_link
220972414,3,,An Dương Vương,secondary
220972416,2,,,primary
220972648,2,,Huỳnh Tấn Phát,primary
220972651,3,,Huỳnh Tấn Phát,secondary
220972652,2,,Huỳnh Tấn Phát,primary
221058158,4,,Hà Huy Tập,unclassified
221145523,3,,Nguyễn Thị Thập,secondary
221150538,2,,Lý Thường Kiệt,primary
221150542,3,,,primary_link
221152219,3,,Huỳnh Tấn Phát,primary_link
221152220,2,70,Nguyễn Văn Linh,primary
221152221,3,,Tân Thuận,primary_link
221152222,3,,Nguyễn Văn Linh,primary_link
221152223,3,,Tân Thuận,secondary_link
221152225,4,,Tân Thuận,unclassified
221152606,4,,Đường Số 2,unclassified
221152825,4,,,tertiary_link
221152826,4,,,tertiary_link
221153229,4,,,unclassified
221153233,4,,,tertiary_link
221153234,4,,,unclassified
221153235,4,,,unclassified
221295641,4,,Đường Số 13,tertiary_link
221308781,4,,Huỳnh Tấn Phát,tertiary
221308782,2,,Huỳnh Tấn Phát,primary
221424356,4,,Nguyễn Văn Quý,tertiary
221424656,3,,Cầu Phú Xuân,secondary
221424700,3,,Huỳnh Tấn Phát,secondary
221424701,3,,Huỳnh Tấn Phát,secondary
221429164,4,,Tân Mỹ,tertiary
221438348,3,,Cầu Đa Khoa,secondary
221442273,3,,Nguyễn Thị Thập,secondary_link
221442280,3,,Nguyễn Thị Thập,secondary_link
221491055,3,,,secondary_link
221491863,3,,Nguyễn Thị Thập,secondary
221915358,4,,Trần Quốc Toản,tertiary
221950442,3,,,secondary_link
221950443,3,,,secondary_link
222098772,4,,Đường số 1,tertiary
222098773,4,,Đường số 1,tertiary
222102416,4,,,tertiary_link
223228846,3,60,Nguyễn Văn Linh,primary_link
223231887,4,,Hồ Văn Huê,tertiary
223232801,1,60,Võ Chí Công,trunk
223361849,2,,Cầu Tân Thuận 2,primary
223508288,3,,,secondary_link
223637314,2,,Cách Mạng Tháng Tám,primary
223642675,4,,Đồng Đen,tertiary
223649481,4,,Quốc lộ 1,tertiary
223649483,1,60,Quốc lộ 1,trunk
223649485,4,,Cầu Bến Cát 1,tertiary
223649487,1,60,Cầu Cả Bốn 2,trunk
223649489,4,,Quốc lộ 1,tertiary
223660409,3,,Hà Huy Giáp,trunk_link
223661297,3,,,trunk_link
223663125,1,60,Quốc lộ 1,trunk
223663130,1,,Quốc lộ 1,trunk
223782704,3,,Cầu vượt Ngã tư Gò Dưa,secondary
223782975,3,30,Cầu vượt Ngã tư Gò Dưa,trunk_link
223783862,4,,Lê Văn Ninh,tertiary
223783863,4,,Lam Sơn,tertiary
223784065,3,,,trunk_link
223784069,3,,Cầu vượt Ngã tư Gò Dưa,secondary
223784360,2,,Cộng Hòa,primary
223786457,4,,Đường A,tertiary
223865318,4,,,tertiary_link
223867672,3,,Võ Văn Kiệt,trunk_link
223936861,2,,Cầu Tân Thuận 2,primary
224445154,4,,,tertiary_link
224445491,4,,Hoàng Sa,tertiary
224445699,4,,Hoàng Sa,tertiary
224445970,4,,Cầu số 8,tertiary_link
224446258,4,,Trần Kế Xương,tertiary_link
224446259,4,,Trần Kế Xương,tertiary_link
224456765,4,,Kha Vạn Cân,tertiary
224456766,4,,Kha Vạn Cân,tertiary
224456767,4,,,tertiary_link
224456768,4,,Kha Vạn Cân,tertiary
224607443,1,60,Cầu vượt Ngã tư Thủ Đức,trunk
224607444,1,80,Xa Lộ Hà Nội,trunk
224607445,1,80,Xa Lộ Hà Nội,trunk
224826679,3,,,secondary_link
224826680,3,,,secondary_link
225056510,3,,,trunk_link
225056556,3,,,trunk_link
225056565,1,80,Đại lộ Bình Dương,trunk
225058625,3,,,trunk_link
225058626,1,,Quốc lộ 13,trunk
